#{"t_start": 1706610538.8116398, "env_id": "MiniGrid-DoorKey-6x6-v0"}
r,l,t
0.9725,11,657.813182
0.9725,11,657.824509
0.9675,13,657.835743
0.9575,17,657.850561
0.9625,15,657.863077
0.96,16,657.876714
0.9375,25,657.899714
0.975,10,657.909461
0.9375,25,657.932689
0.96,16,657.955279
0.97,12,657.965514
0.965,14,657.978155
0.9725,11,657.988746
0.9725,11,657.999541
0.955,18,658.015485
0.955,18,658.03244
0.9625,15,658.04559
0.965,14,658.058119
0.97,12,658.069526
0.9675,13,658.080362
0.965,14,658.093226
0.965,14,658.105742
0.97,12,658.116698
0.9775,9,658.124486
0.96,16,658.139998
0.9675,13,658.152397
0.965,14,658.164382
0.975,10,658.17342
0.975,10,658.183294
0.9675,13,658.194836
0.9675,13,658.208133
0.98,8,658.215611
0.9625,15,658.228751
0.9725,11,658.238581
0.9625,15,658.252194
0.97,12,658.263094
0.9675,13,658.275384
0.9625,15,658.287657
0.9625,15,658.300769
0.97,12,658.312204
0.97,12,658.324479
0.9625,15,658.338084
0.94,24,658.363077
0.975,10,658.373516
0.98,8,658.380918
0.965,14,658.393452
0.9775,9,658.401452
0.9675,13,658.41339
0.97,12,658.425639
0.97,12,658.436236
0.95,20,658.454396
0.975,10,658.463634
0.9625,15,658.476636
0.9675,13,658.488482
0.97,12,658.49891
0.9775,9,658.508462
0.9775,9,658.516629
0.96,16,658.530232
0.96,16,658.545683
0.975,10,658.554273
0.9725,11,658.56332
0.95,20,658.582282
0.9675,13,658.59347
0.9575,17,658.6087
0.9725,11,658.618335
0.965,14,658.631071
0.965,14,658.645205
0.9675,13,658.658664
0.96,16,658.674758
0.9625,15,658.689664
0.97,12,658.700562
0.9575,17,658.715688
0.9725,11,658.725762
0.97,12,658.737731
0.9675,13,658.74981
0.9575,17,658.765713
0.975,10,658.774266
0.965,14,658.787404
0.96,16,658.800877
0.9775,9,658.809676
0.9725,11,658.819898
0.9675,13,658.830906
0.97,12,658.843331
0.9675,13,658.856154
0.97,12,658.868002
0.9675,13,658.881049
0.9675,13,658.892257
0.9525,19,658.909143
0.9625,15,658.922249
0.96,16,658.937986
0.97,12,658.948682
0.9725,11,658.959267
0.9775,9,658.967468
0.97,12,658.977725
0.9625,15,658.992516
0.9775,9,658.999942
0.9775,9,659.010725
0.9775,9,659.018727
0.975,10,659.028568
0.975,10,659.038154
0.98,8,659.045281
0.97,12,659.057027
0.965,14,659.070029
0.975,10,659.079204
0.97,12,659.090631
0.97,12,659.100836
0.965,14,659.114372
0.9675,13,659.125722
0.9625,15,659.139805
0.97,12,659.150347
0.9675,13,659.162499
0.9625,15,659.175711
0.965,14,659.188342
0.95,20,659.206814
0.975,10,659.216719
0.9725,11,659.227873
0.97,12,659.237852
0.9675,13,659.24954
0.965,14,659.262228
0.9625,15,659.290776
0.9725,11,659.303588
0.955,18,659.319461
0.9675,13,659.330812
0.9675,13,659.342421
0.975,10,659.352152
0.9625,15,659.366021
0.9725,11,659.376295
0.975,10,659.385698
0.955,18,659.400706
0.9675,13,659.414419
0.9625,15,662.55235
0.96,16,662.566765
0.9475,21,662.584774
0.95,20,662.602449
0.9625,15,662.615618
0.9475,21,662.635661
0.96,16,662.650778
0.9475,21,662.670784
0.975,10,662.680246
0.965,14,662.694004
0.9575,17,662.708449
0.9675,13,662.721375
0.9375,25,662.744496
0.9625,15,662.75769
0.97,12,662.768002
0.9675,13,662.779622
0.955,18,662.796604
0.9675,13,662.807971
0.9725,11,662.818087
0.9725,11,662.828236
0.9725,11,662.837658
0.9625,15,662.85102
0.97,12,662.862028
0.9625,15,662.876549
0.95,20,662.895814
0.9575,17,662.911161
0.97,12,662.921035
0.9625,15,662.934787
0.955,18,662.949929
0.955,18,662.965962
0.9725,11,662.977326
0.955,18,662.993862
0.97,12,663.004562
0.94,24,663.025975
0.97,12,663.036459
0.9775,9,663.045821
0.9725,11,663.05582
0.97,12,663.066969
0.975,10,663.076607
0.9675,13,663.088918
0.9525,19,663.106723
0.965,14,663.119014
0.96,16,663.133913
0.9675,13,663.145911
0.9575,17,663.160774
0.9575,17,663.176358
0.9625,15,663.190423
0.9725,11,663.19998
0.975,10,663.210502
0.9725,11,663.220503
0.9725,11,663.230138
0.95,20,663.249513
0.9675,13,663.260932
0.975,10,663.270034
0.9625,15,663.2825
0.9725,11,663.293811
0.9725,11,663.303277
0.975,10,663.31224
0.9675,13,663.32471
0.9725,11,663.340557
0.97,12,663.353358
0.9675,13,663.366031
0.975,10,663.376317
0.9725,11,663.385879
0.9575,17,663.400914
0.9575,17,663.418235
0.9575,17,663.433746
0.955,18,663.450578
0.97,12,663.460801
0.96,16,663.476205
0.975,10,663.484402
0.975,10,663.494041
0.9725,11,663.504905
0.9675,13,663.516894
0.97,12,663.529029
0.965,14,663.542753
0.97,12,663.554093
0.9675,13,663.565649
0.97,12,663.577593
0.9675,13,663.588964
0.975,10,663.598168
0.96,16,663.612361
0.965,14,663.626441
0.9775,9,663.63343
0.965,14,663.646313
0.965,14,663.660125
0.9725,11,663.67042
0.95,20,663.690319
0.965,14,663.70216
0.9675,13,663.714169
0.97,12,663.724811
0.97,12,663.735772
0.9675,13,663.747727
0.9725,11,663.758445
0.9625,15,663.770604
0.9725,11,663.782205
0.9625,15,663.794896
0.9575,17,663.810169
0.9775,9,663.819248
0.945,22,663.8388
0.965,14,663.852049
0.9575,17,663.867888
0.9675,13,663.880173
0.97,12,663.890533
0.9625,15,663.90365
0.9675,13,663.915699
0.97,12,663.925978
0.975,10,663.935261
0.97,12,663.945757
0.96,16,663.9607
0.95,20,663.97884
0.97,12,663.988958
0.955,18,664.006458
0.9625,15,664.020939
0.96,16,664.035633
0.9675,13,664.046481
0.97,12,664.057818
0.9675,13,664.06876
0.9575,17,664.084931
0.9525,19,664.102488
0.97,12,664.113538
0.9525,19,664.130638
0.965,14,664.142024
0.9525,19,664.160001
0.9625,15,664.173722
0.975,10,664.182273
0.9625,15,664.196717
0.965,14,664.209287
0.96,16,664.224315
0.9675,13,664.235846
0.9475,21,664.260827
0.9625,15,664.274371
0.975,10,664.284733
0.975,10,664.295491
0.9775,9,664.303404
0.9775,9,664.312474
0.955,18,664.331069
0.9625,15,664.34558
0.97,12,664.356308
0.9725,11,664.366819
0.9675,13,664.378464
0.9575,17,664.394163
0.9475,21,664.412127
0.9575,17,664.427912
0.945,22,667.537786
0.9775,9,667.545502
0.9725,11,667.556547
0.97,12,667.567098
0.97,12,667.577623
0.9725,11,667.588194
0.9575,17,667.603226
0.97,12,667.615731
0.9675,13,667.62731
0.95,20,667.645864
0.9775,9,667.653374
0.97,12,667.664336
0.9675,13,667.676333
0.9675,13,667.687082
0.965,14,667.699364
0.97,12,667.711119
0.975,10,667.720786
0.9575,17,667.735419
0.97,12,667.746893
0.9625,15,667.761125
0.9575,17,667.776317
0.9775,9,667.78488
0.97,12,667.794898
0.965,14,667.808642
0.9675,13,667.819527
0.9675,13,667.832126
0.9675,13,667.844468
0.9575,17,667.860106
0.975,10,667.86935
0.89,44,667.907815
0.97,12,667.919451
0.975,10,667.927895
0.965,14,667.940552
0.975,10,667.949229
0.965,14,667.962399
0.975,10,667.972351
0.965,14,667.984838
0.9725,11,667.994763
0.96,16,668.008821
0.9725,11,668.017783
0.92,32,668.047418
0.9625,15,668.062232
0.965,14,668.074366
0.9625,15,668.08877
0.965,14,668.100603
0.97,12,668.11241
0.9525,19,668.129383
0.965,14,668.142288
0.97,12,668.153313
0.96,16,668.16781
0.9775,9,668.177614
0.9675,13,668.19001
0.95,20,668.207839
0.965,14,668.220757
0.9775,9,668.228786
0.9575,17,668.244739
0.9725,11,668.255307
0.9625,15,668.273521
0.975,10,668.283732
0.96,16,668.300224
0.9625,15,668.314703
0.965,14,668.329699
0.9775,9,668.337696
0.9625,15,668.351255
0.9575,17,668.36665
0.9675,13,668.379346
0.96,16,668.393264
0.9675,13,668.405285
0.9725,11,668.415574
0.9525,19,668.432129
0.9475,21,668.450269
0.9575,17,668.465495
0.9375,25,668.487862
0.9675,13,668.499763
0.96,16,668.514951
0.9775,9,668.523472
0.9675,13,668.535422
0.9725,11,668.544892
0.9675,13,668.556695
0.945,22,668.575276
0.9625,15,668.58986
0.97,12,668.600454
0.97,12,668.611052
0.9725,11,668.621283
0.96,16,668.636616
0.965,14,668.650336
0.97,12,668.662366
0.9525,19,668.680592
0.965,14,668.692243
0.9625,15,668.706381
0.975,10,668.715515
0.97,12,668.72796
0.965,14,668.740677
0.9725,11,668.752486
0.9725,11,668.761013
0.8975,41,668.798551
0.95,20,668.816248
0.95,20,668.8345
0.9775,9,668.842403
0.9275,29,668.878717
0.965,14,668.892122
0.9675,13,668.903524
0.97,12,668.915635
0.9675,13,668.92776
0.975,10,668.936814
0.95,20,668.954896
0.975,10,668.964813
0.9625,15,668.978571
0.9725,11,668.988658
0.9725,11,668.998358
0.9675,13,669.009866
0.965,14,669.023436
0.9625,15,669.038801
0.9725,11,669.048918
0.98,8,669.055816
0.96,16,669.070854
0.96,16,669.085843
0.96,16,669.09975
0.965,14,669.113497
0.9625,15,669.127502
0.9625,15,669.140818
0.96,16,669.156384
0.9475,21,669.175809
0.9625,15,669.189927
0.975,10,669.198633
0.98,8,669.205719
0.9475,21,669.230263
0.9625,15,669.244222
0.965,14,669.257644
0.9625,15,669.271408
0.9775,9,669.279784
0.965,14,669.292326
0.9575,17,669.308933
0.9675,13,669.321213
0.975,10,669.329946
0.9625,15,669.343238
0.97,12,669.354629
0.965,14,669.366858
0.975,10,669.377207
0.95,20,669.394722
0.9725,11,669.404722
0.965,14,669.416837
0.955,18,669.433213
0.955,18,672.577573
0.9525,19,672.594723
0.97,12,672.605905
0.975,10,672.61448
0.9725,11,672.624984
0.9725,11,672.635834
0.9675,13,672.648275
0.975,10,672.65906
0.96,16,672.675276
0.9225,31,672.703401
0.975,10,672.713237
0.965,14,672.726422
0.9325,27,672.751156
0.9725,11,672.761555
0.97,12,672.772348
0.9575,17,672.788506
0.9625,15,672.802053
0.9625,15,672.81569
0.9775,9,672.824745
0.955,18,672.840418
0.97,12,672.852088
0.96,16,672.866827
0.975,10,672.874631
0.965,14,672.888251
0.97,12,672.898931
0.9675,13,672.911299
0.9675,13,672.923392
0.97,12,672.934237
0.975,10,672.946825
0.9675,13,672.959047
0.9675,13,672.970564
0.9675,13,672.984135
0.9775,9,672.992562
0.9675,13,673.004977
0.9625,15,673.018797
0.955,18,673.036091
0.9725,11,673.047014
0.9375,25,673.071331
0.965,14,673.084296
0.97,12,673.09492
0.965,14,673.108135
0.9725,11,673.119419
0.97,12,673.130171
0.975,10,673.139102
0.975,10,673.148728
0.975,10,673.157915
0.9775,9,673.165629
0.97,12,673.17873
0.97,12,673.189283
0.9725,11,673.199649
0.965,14,673.210825
0.975,10,673.220574
0.9675,13,673.232099
0.9775,9,673.239782
0.9775,9,673.248079
0.9725,11,673.258525
0.965,14,673.270873
0.9625,15,673.290329
0.9775,9,673.299196
0.9775,9,673.308827
0.9625,15,673.324777
0.9575,17,673.340633
0.9675,13,673.353284
0.7975,81,673.430473
0.9675,13,673.442723
0.905,38,673.478317
0.965,14,673.491069
0.965,14,673.503398
0.9725,11,673.513423
0.9525,19,673.531127
0.9625,15,673.545457
0.9775,9,673.553221
0.9775,9,673.562245
0.9675,13,673.574688
0.96,16,673.589348
0.98,8,673.597136
0.9725,11,673.607746
0.975,10,673.617162
0.9725,11,673.627663
0.9625,15,673.642109
0.9725,11,673.650809
0.9625,15,673.665727
0.97,12,673.677253
0.965,14,673.688887
0.9525,19,673.705313
0.9675,13,673.716405
0.98,8,673.723319
0.97,12,673.736046
0.9675,13,673.746545
0.9725,11,673.757499
0.97,12,673.76803
0.9675,13,673.779811
0.9625,15,673.794315
0.97,12,673.804883
0.9725,11,673.81459
0.9775,9,673.823136
0.9625,15,673.837306
0.965,14,673.85056
0.97,12,673.862099
0.975,10,673.869866
0.9725,11,673.881306
0.9575,17,673.896957
0.9675,13,673.907881
0.9675,13,673.919744
0.9625,15,673.933494
0.975,10,673.942565
0.9575,17,673.958379
0.97,12,673.968878
0.975,10,673.979594
0.975,10,673.98829
0.9725,11,673.998635
0.965,14,674.012342
0.9575,17,674.027473
0.975,10,674.037315
0.9725,11,674.046317
0.96,16,674.060914
0.965,14,674.073361
0.9675,13,674.085701
0.9575,17,674.100744
0.9525,19,674.118439
0.97,12,674.130589
0.965,14,674.143571
0.9675,13,674.155702
0.97,12,674.167894
0.9675,13,674.178952
0.97,12,674.188572
0.9575,17,674.20566
0.9425,23,674.230881
0.975,10,674.240873
0.9675,13,674.255032
0.965,14,674.267239
0.965,14,674.27977
0.9675,13,674.291229
0.97,12,674.302423
0.975,10,674.310875
0.9675,13,674.323412
0.9675,13,674.335398
0.9575,17,674.352171
0.9725,11,674.362078
0.97,12,674.373384
0.9725,11,674.384612
0.9775,9,674.393359
0.9375,25,674.414433
0.9625,15,674.427746
0.9725,11,674.437467
0.9725,11,674.446939
0.9725,11,674.456692
0.9525,19,674.474014
0.9775,9,677.62745
0.97,12,677.639773
0.9625,15,677.653261
0.9725,11,677.66364
0.965,14,677.676703
0.975,10,677.685255
0.9725,11,677.69482
0.9725,11,677.705818
0.975,10,677.71336
0.975,10,677.722364
0.97,12,677.734579
0.9675,13,677.745265
0.955,18,677.762269
0.9725,11,677.772269
0.9575,17,677.787461
0.97,12,677.799931
0.97,12,677.810932
0.9725,11,677.82056
0.975,10,677.83089
0.9725,11,677.839903
0.975,10,677.849602
0.9575,17,677.865008
0.975,10,677.873584
0.965,14,677.886024
0.9675,13,677.897598
0.9675,13,677.909426
0.97,12,677.920762
0.9575,17,677.937713
0.9725,11,677.946507
0.97,12,677.957921
0.975,10,677.96762
0.97,12,677.978194
0.9725,11,677.987561
0.975,10,677.997836
0.965,14,678.010981
0.975,10,678.018962
0.9725,11,678.029812
0.965,14,678.042304
0.9175,33,678.072546
0.965,14,678.085764
0.9675,13,678.097668
0.9625,15,678.111344
0.9675,13,678.1243
0.9425,23,678.145583
0.9625,15,678.159432
0.9675,13,678.171091
0.95,20,678.187623
0.97,12,678.199426
0.9725,11,678.209519
0.9725,11,678.218572
0.96,16,678.233447
0.97,12,678.243546
0.975,10,678.252487
0.97,12,678.263534
0.965,14,678.280791
0.97,12,678.293175
0.965,14,678.30639
0.97,12,678.316863
0.9575,17,678.333187
0.96,16,678.348268
0.9575,17,678.36338
0.97,12,678.374654
0.965,14,678.393173
0.9725,11,678.403552
0.9625,15,678.415993
0.9675,13,678.428311
0.975,10,678.436949
0.9625,15,678.450342
0.9725,11,678.460156
0.965,14,678.472305
0.975,10,678.481003
0.97,12,678.49213
0.97,12,678.503347
0.97,12,678.514697
0.965,14,678.527807
0.975,10,678.536309
0.96,16,678.550436
0.9675,13,678.56239
0.9575,17,678.578223
0.9675,13,678.59064
0.9775,9,678.598788
0.9625,15,678.611722
0.97,12,678.622355
0.975,10,678.630884
0.96,16,678.646789
0.955,18,678.664049
0.97,12,678.676527
0.97,12,678.687781
0.955,18,678.703319
0.965,14,678.717802
0.9675,13,678.729193
0.97,12,678.740778
0.9575,17,678.756709
0.9725,11,678.766816
0.9725,11,678.776939
0.975,10,678.785498
0.975,10,678.795739
0.9775,9,678.803574
0.9625,15,678.816856
0.9625,15,678.83088
0.965,14,678.843631
0.975,10,678.852496
0.9675,13,678.864843
0.9475,21,678.883329
0.9725,11,678.893933
0.975,10,678.903412
0.9675,13,678.914874
0.9575,17,678.930166
0.96,16,678.945301
0.9725,11,678.95467
0.9675,13,678.966596
0.975,10,678.975776
0.975,10,678.986201
0.9575,17,679.001343
0.965,14,679.014712
0.965,14,679.028378
0.965,14,679.040226
0.9625,15,679.053463
0.9675,13,679.066669
0.9775,9,679.074811
0.975,10,679.083324
0.97,12,679.094544
0.9575,17,679.110501
0.965,14,679.123224
0.975,10,679.131368
0.975,10,679.141348
0.965,14,679.153157
0.97,12,679.164438
0.97,12,679.17579
0.97,12,679.188343
0.96,16,679.20252
0.9725,11,679.217562
0.9675,13,679.229525
0.955,18,679.246759
0.965,14,679.260354
0.9775,9,679.269901
0.9725,11,679.280455
0.965,14,679.29419
0.97,12,679.304725
0.975,10,679.314751
0.975,10,679.323589
0.9675,13,679.335578
0.98,8,679.343259
0.975,10,679.352175
0.9625,15,679.366533
0.965,14,679.379053
0.97,12,679.390767
0.97,12,679.400617
0.97,12,679.412158
0.9675,13,679.423418
0.9675,13,679.436469
0.9775,9,679.445799
0.965,14,679.458556
0.96,16,679.473848
0.965,14,679.485744
0.9675,13,679.4979
0.97,12,679.508929
0.9675,13,679.519916
0.9625,15,682.66302
0.845,62,682.719154
0.9575,17,682.735192
0.91,36,682.76798
0.855,58,682.818705
0.975,10,682.827323
0.9575,17,682.843355
0.9475,21,682.860877
0.945,22,682.880926
0.96,16,682.894826
0.9475,21,682.912849
0.895,42,682.950477
0.965,14,682.962505
0.975,10,682.972521
0.97,12,682.982554
0.9125,35,683.015228
0.945,22,683.034249
0.87,52,683.079722
0.9725,11,683.090249
0.9425,23,683.111304
0.975,10,683.119835
0.9675,13,683.132392
0.9425,23,683.156266
0.8975,41,683.194343
0.97,12,683.205856
0.96,16,683.219382
0.9575,17,683.234425
0.935,26,683.262964
0.95,20,683.281507
0.9725,11,683.293559
0.9575,17,683.311098
0.9625,15,683.326531
0.885,46,683.368605
0.955,18,683.385701
0.975,10,683.394764
0.9625,15,683.408313
0.9725,11,683.417833
0.93,28,683.443396
0.9725,11,683.453907
0.975,10,683.462413
0.9775,9,683.470436
0.935,26,683.494845
0.975,10,683.504395
0.965,14,683.517923
0.955,18,683.534964
0.9625,15,683.548496
0.9775,9,683.557024
0.9625,15,683.570546
0.9775,9,683.580063
0.9625,15,683.593628
0.9625,15,683.606463
0.965,14,683.620443
0.9475,21,683.641237
0.8625,55,683.688165
0.9675,13,683.699231
0.9625,15,683.712326
0.965,14,683.724859
0.9725,11,683.735383
0.9675,13,683.746907
0.8725,51,683.792587
0.9525,19,683.808815
0.9375,25,683.831436
0.97,12,683.852143
0.905,38,683.885471
0.945,22,683.905574
0.9625,15,683.918103
0.965,14,683.932133
0.7625,95,684.01912
0.9725,11,684.02964
0.9675,13,684.041194
0.965,14,684.054226
0.98,8,684.060228
0.9675,13,684.073354
0.96,16,684.08788
0.9725,11,684.098903
0.97,12,684.10943
0.87,52,684.157151
0.93,28,684.183277
0.9625,15,684.200813
0.9625,15,684.216844
0.965,14,684.23048
0.965,14,684.243528
0.9725,11,684.25404
0.975,10,684.263552
0.98,8,684.27117
0.9575,17,684.286211
0.95,20,684.304318
0.9525,19,684.320832
0.8125,75,684.390673
0.96,16,684.406357
0.965,14,684.417882
0.96,16,684.433942
0.775,90,684.514758
0.9725,11,684.52572
0.9475,21,684.544771
0.9675,13,687.677573
0.9475,21,687.696173
0.9675,13,687.708203
0.9275,29,687.734759
0.9725,11,687.744313
0.9625,15,687.759267
0.97,12,687.770777
0.9625,15,687.783465
0.9675,13,687.795052
0.975,10,687.804584
0.96,16,687.820114
0.965,14,687.83415
0.9725,11,687.844684
0.97,12,687.85519
0.9775,9,687.864549
0.9525,19,687.882131
0.92,32,687.911264
0.9675,13,687.922287
0.97,12,687.93499
0.97,12,687.946506
0.9775,9,687.955014
0.9775,9,687.962521
0.97,12,687.97407
0.94,24,687.997646
0.9425,23,688.017699
0.9725,11,688.027491
0.9675,13,688.040004
0.965,14,688.052528
0.9525,19,688.069573
0.9475,21,688.089639
0.9675,13,688.100672
0.96,16,688.115929
0.97,12,688.128195
0.97,12,688.140062
0.925,30,688.16751
0.965,14,688.17904
0.9675,13,688.190571
0.975,10,688.200608
0.98,8,688.209154
0.965,14,688.222174
0.9625,15,688.235706
0.975,10,688.250244
0.97,12,688.26227
0.9725,11,688.273446
0.9675,13,688.285547
0.9425,23,688.307837
0.9675,13,688.31937
0.9725,11,688.33089
0.92,32,688.359498
0.975,10,688.370009
0.965,14,688.382103
0.945,22,688.401019
0.9675,13,688.413151
0.9675,13,688.424663
0.95,20,688.443722
0.9725,11,688.453287
0.9475,21,688.472318
0.9725,11,688.482361
0.97,12,688.492965
0.965,14,688.506524
0.9575,17,688.521053
0.9675,13,688.534118
0.9625,15,688.54761
0.9675,13,688.559178
0.98,8,688.567514
0.96,16,688.582543
0.9625,15,688.596581
0.9625,15,688.609139
0.97,12,688.620649
0.9525,19,688.639907
0.9375,25,688.664527
0.97,12,688.675022
0.9725,11,688.684606
0.97,12,688.694644
0.9575,17,688.710206
0.9725,11,688.720411
0.97,12,688.730922
0.9725,11,688.741476
0.94,24,688.76345
0.9725,11,688.774964
0.9625,15,688.788834
0.96,16,688.80438
0.97,12,688.815594
0.9675,13,688.828113
0.97,12,688.838629
0.96,16,688.855291
0.9625,15,688.8688
0.9325,27,688.893877
0.9575,17,688.908446
0.975,10,688.916955
0.97,12,688.927536
0.9575,17,688.943584
0.965,14,688.957113
0.9575,17,688.972134
0.97,12,688.982661
0.9625,15,688.996208
0.95,20,689.014241
0.965,14,689.026758
0.96,16,689.040301
0.9775,9,689.048812
0.97,12,689.06034
0.955,18,689.076721
0.9775,9,689.08725
0.965,14,689.10035
0.9675,13,689.112423
0.9625,15,689.127958
0.9675,13,689.140524
0.975,10,689.150033
0.97,12,689.1615
0.97,12,689.172517
0.9525,19,689.197671
0.96,16,689.212196
0.97,12,689.223237
0.9575,17,689.240102
0.965,14,689.252187
0.965,14,689.264704
0.965,14,689.278835
0.9625,15,689.291383
0.9275,29,689.318243
0.9725,11,689.329224
0.9675,13,689.340735
0.9725,11,689.350614
0.9775,9,689.360133
0.9625,15,689.374198
0.9725,11,689.384706
0.9525,19,689.402232
0.9725,11,689.412776
0.9175,33,689.442076
0.96,16,689.456728
0.97,12,689.468253
0.9625,15,689.480785
0.97,12,689.492812
0.97,12,689.502839
0.97,12,689.5144
0.975,10,689.523914
0.9675,13,689.536473
0.9725,11,689.546999
0.9775,9,689.55491
0.9725,11,689.565464
0.96,16,689.579973
0.97,12,692.767615
0.885,46,692.808269
0.9275,29,692.833842
0.97,12,692.845371
0.97,12,692.85588
0.9725,11,692.8664
0.9475,21,692.885323
0.9625,15,692.898373
0.935,26,692.922398
0.96,16,692.936667
0.9525,19,692.953768
0.9575,17,692.969305
0.97,12,692.978828
0.955,18,692.994877
0.9725,11,693.005988
0.965,14,693.018512
0.9675,13,693.029035
0.97,12,693.039721
0.9575,17,693.055832
0.9675,13,693.067359
0.9775,9,693.074865
0.9725,11,693.085451
0.9575,17,693.101208
0.965,14,693.114748
0.9675,13,693.127279
0.905,38,693.158418
0.97,12,693.169937
0.965,14,693.182959
0.9725,11,693.192481
0.97,12,693.202563
0.9675,13,693.215142
0.9475,21,693.233917
0.9575,17,693.249571
0.955,18,693.266309
0.9725,11,693.283385
0.9375,25,693.306685
0.9675,13,693.319215
0.9475,21,693.338929
0.9625,15,693.352541
0.8975,41,693.389596
0.9625,15,693.403207
0.96,16,693.417713
0.9575,17,693.432752
0.9775,9,693.440058
0.9525,19,693.45713
0.9625,15,693.470665
0.96,16,693.484699
0.9575,17,693.500766
0.9675,13,693.512292
0.9625,15,693.526393
0.975,10,693.534904
0.97,12,693.545513
0.9525,19,693.562555
0.95,20,693.582114
0.9725,11,693.590994
0.9725,11,693.60113
0.9575,17,693.61618
0.9825,7,693.623689
0.95,20,693.641243
0.9575,17,693.65628
0.9675,13,693.667813
0.95,20,693.686846
0.9675,13,693.697893
0.955,18,693.71396
0.97,12,693.724484
0.905,38,693.758125
0.9725,11,693.768731
0.955,18,693.784831
